P_ID,PName,Category,Specs1,Price
PD_21003212,Resource,Home Appliance,unit,209.86
PD_21003213,Mind,Books,wife,281.82
PD_21003214,Before,Home Appliance,executive,146.21
PD_21003215,Thought,Home Appliance,stop,227.48
PD_21003216,Him,Fitness,know,51.77
PD_21003217,However,Fitness,move,204.79
PD_21003218,Measure,Electronics,bag,412.93
PD_21003219,Operation,Home Appliance,rich,304.8
PD_21003220,Discuss,Fashion,every,285.1
PD_21003221,Cell,Books,of,363.38
PD_21003222,Seem,Electronics,against,92.49
PD_21003223,Wonder,Fitness,name,246.47
PD_21003224,Successful,Books,word,26.14
PD_21003225,North,Electronics,happen,121.89
PD_21003226,Out,Home Appliance,fly,32.53
PD_21003227,Discussion,Books,better,29.42
PD_21003228,Per,Fashion,however,239.28
PD_21003229,South,Home Appliance,nation,440.12
PD_21003230,Best,Fitness,carry,245.94
PD_21003231,Something,Electronics,out,34.94
PD_21003232,Phone,Fashion,federal,426.43
PD_21003233,Environmental,Electronics,approach,181.1
PD_21003234,Once,Books,feeling,344.58
PD_21003235,Bar,Fitness,sure,430.04
PD_21003236,Increase,Electronics,receive,192.76
PD_21003237,Floor,Electronics,wear,267.4
PD_21003238,View,Fitness,interesting,222.77
PD_21003239,Dream,Home Appliance,resource,73.38
PD_21003240,Describe,Fashion,garden,10.78
PD_21003241,Clearly,Books,building,443.21
PD_21003242,Stuff,Home Appliance,bar,166.53
PD_21003243,Just,Fashion,science,40.44
PD_21003244,Peace,Fashion,show,485.74
PD_21003245,Industry,Books,three,63.62
PD_21003246,Ready,Fitness,high,442.19
PD_21003247,Ask,Books,also,229.95
PD_21003248,Great,Books,where,42.71
PD_21003249,Us,Home Appliance,level,259.01
PD_21003250,Professional,Home Appliance,major,420.53
PD_21003251,Near,Books,wear,69.17
PD_21003252,Fear,Fashion,even,149.69
PD_21003253,Control,Home Appliance,general,324.97
PD_21003254,Player,Home Appliance,avoid,440.25
PD_21003255,Idea,Books,other,328.93
PD_21003256,Pull,Electronics,be,439.55
PD_21003257,Feeling,Fitness,up,170.42
PD_21003258,News,Home Appliance,science,323.58
PD_21003259,Bank,Home Appliance,over,185.69
PD_21003260,Station,Books,develop,83.79
PD_21003261,Trip,Fashion,charge,32.13
PD_21003262,Attention,Electronics,door,33.17
PD_21003263,Similar,Home Appliance,receive,60.37
PD_21003264,Radio,Fashion,help,215.1
PD_21003265,Music,Fitness,paper,42.7
PD_21003266,Subject,Home Appliance,program,421.68
PD_21003267,Fire,Fashion,image,252.48
PD_21003268,Report,Fashion,nation,272.91
PD_21003269,Character,Fashion,yourself,318.99
PD_21003270,Heavy,Books,task,405.2
PD_21003271,Economic,Books,once,391.59
PD_21003272,Nation,Fashion,score,74.2
PD_21003273,Term,Books,action,364.89
PD_21003274,Me,Books,tonight,292.35
PD_21003275,Change,Home Appliance,specific,142.31
PD_21003276,Mean,Electronics,short,352.38
PD_21003277,Product,Books,person,482.92
PD_21003278,Eight,Fashion,heart,490.59
PD_21003279,Herself,Electronics,center,366.3
PD_21003280,Year,Fitness,thing,73.82
PD_21003281,Little,Books,modern,280.83
PD_21003282,Order,Electronics,position,192.97
PD_21003283,Plan,Electronics,yourself,74.44
PD_21003284,Huge,Fashion,skin,72.02
PD_21003285,Seek,Electronics,cover,223.24
PD_21003286,Run,Electronics,one,29.49
PD_21003287,Society,Fitness,environmental,317.71
PD_21003288,Our,Electronics,speech,311.16
PD_21003289,Page,Books,great,96.31
PD_21003290,Structure,Books,most,81.86
PD_21003291,Each,Home Appliance,often,361.39
PD_21003292,Together,Fitness,brother,472.52
PD_21003293,Different,Fitness,southern,297.03
PD_21003294,Something,Home Appliance,majority,36.94
PD_21003295,Course,Electronics,choose,242.16
PD_21003296,Her,Electronics,per,219.41
PD_21003297,Claim,Books,interview,160.98
PD_21003298,Hand,Books,body,320.4
PD_21003299,Until,Fashion,exactly,105.47
PD_21003300,Little,Electronics,evening,23.14
PD_21003301,Really,Home Appliance,together,322.52
PD_21003302,Old,Fashion,result,195.07
PD_21003303,Already,Home Appliance,relationship,373.99
PD_21003304,Candidate,Home Appliance,according,333.68
PD_21003305,Since,Electronics,road,288.44
PD_21003306,Loss,Electronics,trade,358.36
PD_21003307,Create,Electronics,return,166.82
PD_21003308,Bill,Electronics,card,181.8
PD_21003309,Arm,Home Appliance,meet,475.24
PD_21003310,Send,Electronics,ball,334.44
PD_21003311,Appear,Fitness,blue,306.16
PD_21003312,More,Books,would,296.58
PD_21003313,Same,Fashion,by,27.04
PD_21003314,When,Home Appliance,think,52.71
PD_21003315,Reveal,Fashion,never,165.38
PD_21003316,Pick,Home Appliance,exactly,272.59
PD_21003317,Bank,Home Appliance,international,166.75
PD_21003318,Us,Fitness,together,115.0
PD_21003319,Instead,Books,public,236.61
PD_21003320,Address,Electronics,figure,288.62
PD_21003321,Son,Fitness,son,213.23
PD_21003322,White,Fitness,with,419.1
PD_21003323,Head,Fashion,live,454.38
PD_21003324,Become,Home Appliance,lot,347.31
PD_21003325,Its,Fashion,two,438.85
PD_21003326,Serious,Fitness,least,98.87
PD_21003327,Treatment,Fashion,sense,477.15
PD_21003328,Walk,Fashion,practice,217.81
PD_21003329,Policy,Home Appliance,how,189.19
PD_21003330,Light,Electronics,game,195.18
PD_21003331,Off,Electronics,first,187.21
PD_21003332,Instead,Home Appliance,put,52.18
PD_21003333,People,Books,remember,100.47
PD_21003334,Others,Books,through,423.03
PD_21003335,Assume,Fitness,serve,81.38
PD_21003336,Miss,Electronics,yeah,62.17
PD_21003337,Upon,Fashion,community,418.18
PD_21003338,Ago,Fashion,another,197.86
PD_21003339,Perform,Home Appliance,song,163.08
PD_21003340,Father,Home Appliance,force,385.62
PD_21003341,Test,Fashion,two,250.28
PD_21003342,Bill,Fitness,deep,81.45
PD_21003343,Foreign,Fashion,whole,172.59
PD_21003344,Place,Fashion,hold,166.96
PD_21003345,Go,Home Appliance,foot,218.59
PD_21003346,Eight,Books,network,212.02
PD_21003347,Major,Home Appliance,by,255.3
PD_21003348,Professional,Home Appliance,region,39.8
PD_21003349,Special,Fitness,north,370.16
PD_21003350,Minute,Home Appliance,despite,337.04
PD_21003351,By,Electronics,offer,159.53
PD_21003352,Identify,Fitness,test,134.43
PD_21003353,Sing,Fitness,respond,326.99
PD_21003354,However,Electronics,phone,469.41
PD_21003355,Three,Electronics,hundred,264.5
PD_21003356,Green,Fitness,site,92.74
PD_21003357,Nice,Home Appliance,five,94.39
PD_21003358,Day,Electronics,particularly,327.24
PD_21003359,See,Fashion,statement,50.03
PD_21003360,Control,Home Appliance,professional,14.54
PD_21003361,Dog,Fashion,left,253.97
PD_21003362,Ball,Books,how,465.98
PD_21003363,Painting,Fashion,past,109.14
PD_21003364,Boy,Electronics,audience,117.39
PD_21003365,That,Electronics,stop,307.34
PD_21003366,Create,Fashion,conference,425.94
PD_21003367,Meet,Fitness,song,243.2
PD_21003368,Catch,Fashion,the,481.39
PD_21003369,Race,Fitness,recently,448.76
PD_21003370,Return,Electronics,leg,490.65
PD_21003371,Old,Books,ready,415.98
PD_21003372,Pretty,Electronics,money,224.6
PD_21003373,Little,Home Appliance,walk,258.87
PD_21003374,Medical,Fashion,course,199.38
PD_21003375,End,Fitness,fear,440.81
PD_21003376,Class,Electronics,entire,468.44
PD_21003377,Suggest,Fashion,question,66.24
PD_21003378,Activity,Electronics,audience,328.64
PD_21003379,Edge,Electronics,identify,254.68
PD_21003380,Left,Electronics,pay,153.47
PD_21003381,Even,Home Appliance,account,480.96
PD_21003382,Picture,Home Appliance,front,306.26
PD_21003383,Bring,Fitness,bad,478.17
PD_21003384,Throughout,Books,type,390.55
PD_21003385,Color,Books,none,280.46
PD_21003386,Debate,Home Appliance,no,136.93
PD_21003387,Keep,Electronics,address,300.81
PD_21003388,Necessary,Home Appliance,lay,249.61
PD_21003389,Region,Electronics,political,32.46
PD_21003390,Court,Home Appliance,wish,137.23
PD_21003391,Include,Home Appliance,policy,354.43
PD_21003392,Discuss,Books,power,75.13
PD_21003393,Find,Fashion,behind,329.77
PD_21003394,Social,Home Appliance,back,72.22
PD_21003395,Question,Fashion,arrive,207.84
PD_21003396,Item,Home Appliance,candidate,47.2
PD_21003397,Leader,Fashion,message,21.86
PD_21003398,Citizen,Fitness,rise,47.71
PD_21003399,Move,Fashion,event,15.44
PD_21003400,Share,Fitness,easy,350.96
PD_21003401,Sit,Books,such,111.36
PD_21003402,Here,Fitness,ten,138.01
PD_21003403,Recognize,Home Appliance,draw,432.94
PD_21003404,Wall,Home Appliance,enter,496.47
PD_21003405,Tree,Books,professional,10.69
PD_21003406,Our,Electronics,speech,339.06
PD_21003407,Girl,Fitness,model,78.0
PD_21003408,Onto,Electronics,letter,27.6
PD_21003409,Weight,Fashion,last,259.65
PD_21003410,Teacher,Electronics,may,487.33
PD_21003411,Decade,Electronics,ball,334.18
PD_21003412,Build,Fitness,bad,381.2
PD_21003413,Stage,Fashion,sound,462.76
PD_21003414,Sort,Electronics,admit,189.88
PD_21003415,Admit,Fashion,vote,153.63
PD_21003416,Quickly,Fitness,newspaper,269.66
PD_21003417,Message,Home Appliance,project,260.68
PD_21003418,Environment,Books,course,357.68
PD_21003419,Wrong,Fashion,recently,112.42
PD_21003420,Yet,Fashion,brother,155.11
PD_21003421,Like,Home Appliance,market,193.21
PD_21003422,From,Books,federal,157.29
PD_21003423,Heart,Home Appliance,discussion,382.82
PD_21003424,Oil,Books,across,427.4
PD_21003425,Nation,Electronics,respond,452.45
PD_21003426,Language,Fashion,model,290.21
PD_21003427,Although,Books,who,491.25
PD_21003428,Figure,Home Appliance,soon,167.27
PD_21003429,Blue,Fitness,say,242.01
PD_21003430,International,Fitness,issue,196.08
PD_21003431,Between,Electronics,entire,151.63
PD_21003432,Cultural,Home Appliance,check,296.43
PD_21003433,Project,Fashion,poor,38.78
PD_21003434,Newspaper,Fitness,stage,272.24
PD_21003435,Chance,Fashion,anyone,246.78
PD_21003436,Kitchen,Fitness,read,242.07
PD_21003437,Middle,Fitness,simple,315.46
PD_21003438,Sea,Electronics,sometimes,205.73
PD_21003439,Visit,Home Appliance,part,422.61
PD_21003440,Necessary,Fitness,financial,176.55
PD_21003441,Affect,Home Appliance,mother,222.5
PD_21003442,Research,Fitness,apply,320.53
PD_21003443,Piece,Fitness,prevent,253.47
PD_21003444,Check,Books,agency,381.09
PD_21003445,Nothing,Home Appliance,word,97.17
PD_21003446,While,Books,once,497.02
PD_21003447,Close,Books,matter,330.51
PD_21003448,Available,Electronics,price,281.21
PD_21003449,Store,Fashion,score,119.52
PD_21003450,Several,Fashion,impact,41.31
PD_21003451,Position,Fitness,finish,74.3
PD_21003452,Heavy,Home Appliance,from,418.94
PD_21003453,Performance,Home Appliance,culture,245.55
PD_21003454,Similar,Electronics,financial,145.48
PD_21003455,Business,Books,popular,207.78
PD_21003456,Learn,Books,see,231.47
PD_21003457,Statement,Books,front,498.61
PD_21003458,Security,Home Appliance,crime,159.79
PD_21003459,Stuff,Home Appliance,production,68.47
PD_21003460,Down,Home Appliance,contain,65.16
PD_21003461,Realize,Fashion,likely,450.96
PD_21003462,Yes,Books,process,16.12
PD_21003463,Site,Electronics,both,424.53
PD_21003464,Even,Books,difference,393.12
PD_21003465,Blue,Fashion,crime,379.57
PD_21003466,Parent,Fashion,place,255.33
PD_21003467,Live,Fitness,next,410.11
PD_21003468,Explain,Home Appliance,item,253.23
PD_21003469,Seek,Books,ability,339.92
PD_21003470,Possible,Fashion,receive,128.2
PD_21003471,Vote,Fashion,among,462.12
PD_21003472,Speak,Fashion,include,445.64
PD_21003473,Method,Electronics,camera,322.18
PD_21003474,Understand,Electronics,fill,296.75
PD_21003475,Daughter,Home Appliance,economic,252.81
PD_21003476,List,Electronics,word,10.43
PD_21003477,Military,Home Appliance,watch,202.71
PD_21003478,Center,Home Appliance,couple,183.79
PD_21003479,Several,Fashion,special,116.4
PD_21003480,Trial,Electronics,into,256.71
PD_21003481,Can,Home Appliance,building,359.35
PD_21003482,Player,Fitness,life,414.4
PD_21003483,Last,Fashion,few,234.77
PD_21003484,Wish,Electronics,often,233.99
PD_21003485,She,Home Appliance,son,77.08
PD_21003486,Future,Fitness,off,475.0
PD_21003487,Building,Fashion,tonight,459.91
PD_21003488,Open,Electronics,dog,389.25
PD_21003489,Agree,Fitness,use,270.05
PD_21003490,Teacher,Fashion,on,194.36
PD_21003491,Everything,Home Appliance,find,475.22
PD_21003492,Fall,Fitness,moment,489.02
PD_21003493,Air,Fashion,seat,484.54
PD_21003494,Off,Fashion,lot,90.72
PD_21003495,Occur,Electronics,she,38.84
PD_21003496,Most,Fitness,particular,378.83
PD_21003497,Fire,Fitness,particularly,288.68
PD_21003498,Because,Fashion,section,298.68
PD_21003499,Such,Fitness,base,241.2
PD_21003500,Stand,Fitness,final,138.92
PD_21003501,Bed,Home Appliance,tough,285.89
PD_21003502,Thus,Fashion,clearly,185.81
PD_21003503,Back,Books,test,473.39
PD_21003504,Take,Books,physical,147.27
PD_21003505,Song,Fashion,probably,488.95
PD_21003506,Remain,Books,put,115.84
PD_21003507,Force,Fashion,hour,490.73
PD_21003508,Want,Home Appliance,article,67.0
PD_21003509,Environmental,Fashion,again,329.41
PD_21003510,One,Electronics,question,177.6
PD_21003511,Because,Home Appliance,Congress,447.64
PD_21003512,Thank,Home Appliance,inside,87.29
PD_21003513,Strong,Fitness,interesting,456.06
PD_21003514,Cup,Fitness,season,187.99
PD_21003515,Age,Fitness,pass,300.88
PD_21003516,Lot,Fitness,better,44.69
PD_21003517,Forget,Electronics,growth,17.4
PD_21003518,Move,Fitness,quickly,234.82
PD_21003519,Various,Books,low,488.14
PD_21003520,Week,Home Appliance,send,404.09
PD_21003521,Look,Fitness,significant,251.79
PD_21003522,Body,Fitness,administration,318.24
PD_21003523,Capital,Fitness,feel,398.22
PD_21003524,Second,Fitness,among,313.14
PD_21003525,Computer,Home Appliance,east,392.83
PD_21003526,Notice,Fitness,business,147.39
PD_21003527,Number,Books,member,393.58
PD_21003528,Turn,Books,everybody,454.29
PD_21003529,Health,Books,officer,74.13
PD_21003530,Ask,Fashion,garden,173.25
PD_21003531,Little,Books,increase,367.29
PD_21003532,Floor,Home Appliance,person,141.08
PD_21003533,Common,Books,whose,356.09
PD_21003534,Culture,Fitness,base,286.4
PD_21003535,True,Electronics,certain,399.24
PD_21003536,Entire,Books,chance,100.73
PD_21003537,Project,Home Appliance,middle,269.02
PD_21003538,Meet,Electronics,perhaps,459.89
PD_21003539,Environmental,Electronics,smile,159.72
PD_21003540,Process,Home Appliance,former,316.94
PD_21003541,Available,Fashion,father,351.35
PD_21003542,Read,Books,face,431.55
PD_21003543,Positive,Home Appliance,interview,441.98
PD_21003544,Star,Fitness,site,382.74
PD_21003545,Moment,Fitness,carry,318.99
PD_21003546,Push,Books,sister,163.24
PD_21003547,Significant,Books,when,329.3
PD_21003548,Close,Home Appliance,so,485.29
PD_21003549,Color,Electronics,those,347.21
PD_21003550,Create,Electronics,training,433.58
PD_21003551,Quickly,Home Appliance,degree,36.15
PD_21003552,Because,Electronics,tough,155.85
PD_21003553,International,Electronics,base,492.01
PD_21003554,Word,Fitness,century,29.72
PD_21003555,Pressure,Electronics,we,495.63
PD_21003556,Do,Home Appliance,well,19.8
PD_21003557,Her,Home Appliance,possible,461.49
PD_21003558,Itself,Books,energy,290.63
PD_21003559,Budget,Books,short,195.74
PD_21003560,Movie,Electronics,resource,300.53
PD_21003561,Trade,Home Appliance,ever,229.47
PD_21003562,Even,Electronics,heavy,252.04
PD_21003563,Majority,Fashion,name,67.95
PD_21003564,Fund,Electronics,song,336.44
PD_21003565,Exist,Books,might,66.51
PD_21003566,Bank,Electronics,wide,481.17
PD_21003567,Difference,Home Appliance,say,184.72
PD_21003568,Serious,Electronics,religious,368.63
PD_21003569,His,Books,likely,339.66
PD_21003570,Sometimes,Home Appliance,argue,16.13
PD_21003571,Act,Fashion,after,415.47
PD_21003572,Party,Home Appliance,loss,335.28
PD_21003573,Evening,Fitness,discussion,169.12
PD_21003574,Position,Fashion,push,328.09
PD_21003575,Organization,Home Appliance,successful,82.37
PD_21003576,Fill,Fitness,quickly,167.48
PD_21003577,Loss,Books,any,35.28
PD_21003578,Level,Books,across,132.33
PD_21003579,Them,Fashion,rule,107.97
PD_21003580,Her,Fashion,fight,247.83
PD_21003581,Another,Electronics,action,123.17
PD_21003582,Really,Fashion,even,195.5
PD_21003583,Sister,Books,seek,296.88
PD_21003584,Poor,Fashion,good,76.85
PD_21003585,Group,Home Appliance,fall,454.0
PD_21003586,Day,Home Appliance,to,309.76
PD_21003587,Must,Electronics,country,356.15
PD_21003588,Wish,Fitness,exist,238.76
PD_21003589,Soldier,Electronics,meeting,478.82
PD_21003590,Have,Fashion,simple,229.26
PD_21003591,Deal,Fitness,measure,402.26
PD_21003592,Try,Fitness,cultural,440.72
PD_21003593,What,Fashion,close,485.81
PD_21003594,Road,Fashion,while,185.12
PD_21003595,Whom,Home Appliance,hold,94.02
PD_21003596,Responsibility,Books,country,11.69
PD_21003597,Indeed,Home Appliance,prove,176.9
PD_21003598,Later,Books,agreement,141.74
PD_21003599,Remain,Electronics,notice,83.07
PD_21003600,Employee,Fitness,practice,452.08
PD_21003601,Look,Fitness,person,184.15
PD_21003602,Hair,Electronics,study,343.56
PD_21003603,Stage,Books,ability,495.65
PD_21003604,Follow,Fashion,amount,19.38
PD_21003605,According,Fitness,campaign,201.06
PD_21003606,Former,Home Appliance,option,388.44
PD_21003607,Be,Fashion,bad,152.69
PD_21003608,Claim,Books,per,300.74
PD_21003609,From,Fashion,someone,54.07
PD_21003610,Break,Fashion,when,157.58
PD_21003611,Side,Fashion,most,348.41
PD_21003612,Eye,Electronics,wonder,449.03
PD_21003613,Play,Home Appliance,meeting,462.27
PD_21003614,Serve,Electronics,so,291.84
PD_21003615,Share,Electronics,cell,33.01
PD_21003616,Style,Fashion,everybody,382.34
PD_21003617,Recently,Electronics,fire,451.35
PD_21003618,Class,Fashion,city,28.83
PD_21003619,Age,Books,yet,388.26
PD_21003620,Kid,Books,direction,361.18
PD_21003621,Her,Fashion,provide,438.62
PD_21003622,Spend,Fashion,might,495.83
PD_21003623,Respond,Fitness,we,311.05
PD_21003624,Say,Books,drive,462.21
PD_21003625,Season,Home Appliance,company,377.89
PD_21003626,Way,Fitness,option,174.81
PD_21003627,Value,Electronics,poor,381.47
PD_21003628,After,Electronics,reality,330.8
PD_21003629,Value,Electronics,minute,402.28
PD_21003630,Southern,Fashion,data,242.21
PD_21003631,Minute,Books,term,346.41
PD_21003632,Hospital,Fashion,phone,164.21
PD_21003633,Fly,Fitness,police,97.29
PD_21003634,Safe,Books,well,319.9
PD_21003635,Our,Books,positive,286.7
PD_21003636,Evidence,Fashion,coach,116.99
PD_21003637,Determine,Home Appliance,year,279.15
PD_21003638,As,Fitness,from,246.41
PD_21003639,Condition,Electronics,that,454.96
