Tr_ID,Or_ID,Transaction_Mode,Tran_Status
TR_41003315,OR_31005067,UPI,Successful
TR_41003316,OR_31000326,Credit Card,Successful
TR_41003317,OR_31004649,UPI,Failed
TR_41003318,OR_31007965,Net Banking,Successful
TR_41003319,OR_31001003,Wallet,Successful
TR_41003320,OR_31006007,Debit Card,Successful
TR_41003321,OR_31000915,Debit Card,Failed
TR_41003322,OR_31003845,Net Banking,Failed
TR_41003323,OR_31002495,UPI,Failed
TR_41003324,OR_31002312,Net Banking,Successful
TR_41003325,OR_31000087,Wallet,Failed
TR_41003326,OR_31001513,Net Banking,Failed
TR_41003327,OR_31006552,Credit Card,Failed
TR_41003328,OR_31001228,Net Banking,Failed
TR_41003329,OR_31000363,Credit Card,Successful
TR_41003330,OR_31007308,Credit Card,Failed
TR_41003331,OR_31003013,Wallet,Failed
TR_41003332,OR_31006121,Debit Card,Failed
TR_41003333,OR_31009618,Net Banking,Successful
TR_41003334,OR_31005021,Net Banking,Successful
TR_41003335,OR_31008049,Net Banking,Successful
TR_41003336,OR_31003576,Wallet,Successful
TR_41003337,OR_31002278,Credit Card,Successful
TR_41003338,OR_31003150,Net Banking,Successful
TR_41003339,OR_31003439,Net Banking,Failed
TR_41003340,OR_31002329,Debit Card,Successful
TR_41003341,OR_31002875,Debit Card,Successful
TR_41003342,OR_31008028,Wallet,Successful
TR_41003343,OR_31004568,Wallet,Failed
TR_41003344,OR_31009382,Credit Card,Failed
TR_41003345,OR_31005732,Debit Card,Successful
TR_41003346,OR_31000024,Debit Card,Failed
TR_41003347,OR_31007300,UPI,Successful
TR_41003348,OR_31006270,Wallet,Failed
TR_41003349,OR_31007144,Net Banking,Failed
TR_41003350,OR_31006824,Wallet,Failed
TR_41003351,OR_31007413,Debit Card,Successful
TR_41003352,OR_31007277,Credit Card,Failed
TR_41003353,OR_31005251,UPI,Failed
TR_41003354,OR_31004216,Debit Card,Successful
TR_41003355,OR_31001077,Credit Card,Successful
TR_41003356,OR_31007966,Credit Card,Failed
TR_41003357,OR_31000581,Debit Card,Failed
TR_41003358,OR_31002137,Net Banking,Successful
TR_41003359,OR_31001284,Credit Card,Successful
TR_41003360,OR_31009425,Net Banking,Failed
TR_41003361,OR_31007096,Debit Card,Successful
TR_41003362,OR_31001953,Credit Card,Successful
TR_41003363,OR_31008426,Wallet,Failed
TR_41003364,OR_31008375,Credit Card,Successful
TR_41003365,OR_31005247,Credit Card,Successful
TR_41003366,OR_31006020,UPI,Successful
TR_41003367,OR_31007883,Debit Card,Successful
TR_41003368,OR_31005005,Net Banking,Failed
TR_41003369,OR_31009872,UPI,Successful
TR_41003370,OR_31005168,Wallet,Failed
TR_41003371,OR_31001632,UPI,Successful
TR_41003372,OR_31003631,UPI,Successful
TR_41003373,OR_31003515,UPI,Successful
TR_41003374,OR_31003926,Net Banking,Successful
TR_41003375,OR_31007203,Credit Card,Successful
TR_41003376,OR_31002027,Net Banking,Successful
TR_41003377,OR_31000917,Debit Card,Successful
TR_41003378,OR_31005487,Wallet,Successful
TR_41003379,OR_31006205,Credit Card,Successful
TR_41003380,OR_31004377,Wallet,Failed
TR_41003381,OR_31004750,Net Banking,Successful
TR_41003382,OR_31007459,UPI,Successful
TR_41003383,OR_31007397,Debit Card,Successful
TR_41003384,OR_31007189,Credit Card,Failed
TR_41003385,OR_31006118,Wallet,Successful
TR_41003386,OR_31009995,Net Banking,Successful
TR_41003387,OR_31005110,Credit Card,Failed
TR_41003388,OR_31009319,UPI,Failed
TR_41003389,OR_31002234,Debit Card,Failed
TR_41003390,OR_31002611,UPI,Successful
TR_41003391,OR_31001035,Wallet,Failed
TR_41003392,OR_31002816,Wallet,Failed
TR_41003393,OR_31007265,Wallet,Successful
TR_41003394,OR_31002530,Net Banking,Successful
TR_41003395,OR_31006781,UPI,Successful
TR_41003396,OR_31003092,Net Banking,Failed
TR_41003397,OR_31001414,UPI,Successful
TR_41003398,OR_31003914,Credit Card,Successful
TR_41003399,OR_31008025,Credit Card,Failed
TR_41003400,OR_31007110,Credit Card,Failed
TR_41003401,OR_31004013,Net Banking,Failed
TR_41003402,OR_31009863,Net Banking,Failed
TR_41003403,OR_31006424,Debit Card,Successful
TR_41003404,OR_31003101,Debit Card,Successful
TR_41003405,OR_31005579,UPI,Failed
TR_41003406,OR_31002552,Net Banking,Successful
TR_41003407,OR_31006907,Debit Card,Failed
TR_41003408,OR_31006420,Wallet,Successful
TR_41003409,OR_31004125,Wallet,Successful
TR_41003410,OR_31007348,Debit Card,Successful
TR_41003411,OR_31007878,UPI,Successful
TR_41003412,OR_31003422,Credit Card,Failed
TR_41003413,OR_31009656,Debit Card,Failed
TR_41003414,OR_31009214,Net Banking,Successful
TR_41003415,OR_31006159,Credit Card,Failed
TR_41003416,OR_31006443,Wallet,Failed
TR_41003417,OR_31000013,UPI,Failed
TR_41003418,OR_31004069,Debit Card,Successful
TR_41003419,OR_31002307,UPI,Successful
TR_41003420,OR_31004626,UPI,Failed
TR_41003421,OR_31001092,UPI,Successful
TR_41003422,OR_31004413,Credit Card,Successful
TR_41003423,OR_31005715,Debit Card,Failed
TR_41003424,OR_31001403,Net Banking,Failed
TR_41003425,OR_31000309,Debit Card,Successful
TR_41003426,OR_31003802,Debit Card,Successful
TR_41003427,OR_31005081,Debit Card,Successful
TR_41003428,OR_31008377,Wallet,Failed
TR_41003429,OR_31001823,Wallet,Failed
TR_41003430,OR_31009787,UPI,Failed
TR_41003431,OR_31007142,Credit Card,Failed
TR_41003432,OR_31008417,Debit Card,Successful
TR_41003433,OR_31007094,Net Banking,Failed
TR_41003434,OR_31005387,UPI,Failed
TR_41003435,OR_31008095,Credit Card,Failed
TR_41003436,OR_31007282,Credit Card,Failed
TR_41003437,OR_31009327,Net Banking,Successful
TR_41003438,OR_31007336,Wallet,Failed
TR_41003439,OR_31001729,Net Banking,Failed
TR_41003440,OR_31007372,Wallet,Successful
TR_41003441,OR_31005481,Credit Card,Successful
TR_41003442,OR_31001177,Credit Card,Successful
TR_41003443,OR_31006046,UPI,Failed
TR_41003444,OR_31006645,Debit Card,Failed
TR_41003445,OR_31002835,Credit Card,Successful
TR_41003446,OR_31006352,UPI,Successful
TR_41003447,OR_31000869,Net Banking,Failed
TR_41003448,OR_31004266,Credit Card,Successful
TR_41003449,OR_31001028,Wallet,Failed
TR_41003450,OR_31000253,Debit Card,Failed
TR_41003451,OR_31005154,Net Banking,Successful
TR_41003452,OR_31001347,Debit Card,Failed
TR_41003453,OR_31002251,Credit Card,Failed
TR_41003454,OR_31009403,UPI,Successful
TR_41003455,OR_31004924,Credit Card,Failed
TR_41003456,OR_31007262,Wallet,Successful
TR_41003457,OR_31005962,Debit Card,Failed
TR_41003458,OR_31008750,Credit Card,Failed
TR_41003459,OR_31006327,Debit Card,Failed
TR_41003460,OR_31000579,Net Banking,Successful
TR_41003461,OR_31009473,Credit Card,Successful
TR_41003462,OR_31004655,UPI,Failed
TR_41003463,OR_31005193,Wallet,Successful
TR_41003464,OR_31008505,UPI,Successful
TR_41003465,OR_31004922,Net Banking,Successful
TR_41003466,OR_31005709,UPI,Failed
TR_41003467,OR_31007023,Net Banking,Failed
TR_41003468,OR_31003766,Credit Card,Successful
TR_41003469,OR_31005234,Debit Card,Failed
TR_41003470,OR_31009358,Wallet,Successful
TR_41003471,OR_31000727,UPI,Failed
TR_41003472,OR_31005591,Wallet,Failed
TR_41003473,OR_31009940,Wallet,Successful
TR_41003474,OR_31005227,Debit Card,Successful
TR_41003475,OR_31005037,Debit Card,Successful
TR_41003476,OR_31000047,Credit Card,Failed
TR_41003477,OR_31008162,UPI,Successful
TR_41003478,OR_31004000,Net Banking,Successful
TR_41003479,OR_31007313,Wallet,Successful
TR_41003480,OR_31000862,UPI,Failed
TR_41003481,OR_31005057,Wallet,Successful
TR_41003482,OR_31001693,Wallet,Successful
TR_41003483,OR_31006487,Net Banking,Failed
TR_41003484,OR_31003143,Credit Card,Failed
TR_41003485,OR_31002416,Net Banking,Successful
TR_41003486,OR_31001613,UPI,Failed
TR_41003487,OR_31004924,Credit Card,Failed
TR_41003488,OR_31002263,Net Banking,Failed
TR_41003489,OR_31000264,Net Banking,Failed
TR_41003490,OR_31003110,Net Banking,Successful
TR_41003491,OR_31009783,Wallet,Successful
TR_41003492,OR_31002699,Credit Card,Successful
TR_41003493,OR_31000726,Wallet,Failed
TR_41003494,OR_31005609,Credit Card,Successful
TR_41003495,OR_31006598,Credit Card,Successful
TR_41003496,OR_31005949,Wallet,Failed
TR_41003497,OR_31000176,Wallet,Failed
TR_41003498,OR_31006011,Wallet,Failed
TR_41003499,OR_31009948,Credit Card,Failed
TR_41003500,OR_31002798,Credit Card,Failed
TR_41003501,OR_31008456,Net Banking,Failed
TR_41003502,OR_31003177,Credit Card,Failed
TR_41003503,OR_31004522,Net Banking,Failed
TR_41003504,OR_31003607,Wallet,Failed
TR_41003505,OR_31006383,Credit Card,Successful
TR_41003506,OR_31004030,Credit Card,Failed
TR_41003507,OR_31006607,UPI,Successful
TR_41003508,OR_31008127,Credit Card,Failed
TR_41003509,OR_31003285,Credit Card,Failed
TR_41003510,OR_31006890,Credit Card,Successful
TR_41003511,OR_31005855,Debit Card,Successful
TR_41003512,OR_31000460,Debit Card,Failed
TR_41003513,OR_31002667,Debit Card,Successful
TR_41003514,OR_31001966,UPI,Successful
TR_41003515,OR_31003346,UPI,Successful
TR_41003516,OR_31005546,Debit Card,Failed
TR_41003517,OR_31001235,UPI,Successful
TR_41003518,OR_31000751,Net Banking,Failed
TR_41003519,OR_31009068,UPI,Failed
TR_41003520,OR_31006960,UPI,Failed
TR_41003521,OR_31001451,UPI,Failed
TR_41003522,OR_31004290,Credit Card,Successful
TR_41003523,OR_31001299,UPI,Failed
TR_41003524,OR_31000987,Credit Card,Successful
TR_41003525,OR_31006999,UPI,Successful
TR_41003526,OR_31004253,Net Banking,Successful
TR_41003527,OR_31002300,Wallet,Successful
TR_41003528,OR_31003799,Debit Card,Successful
TR_41003529,OR_31002374,UPI,Failed
TR_41003530,OR_31004556,Credit Card,Successful
TR_41003531,OR_31007244,Credit Card,Successful
TR_41003532,OR_31005360,Net Banking,Successful
TR_41003533,OR_31007141,Credit Card,Successful
TR_41003534,OR_31009245,UPI,Failed
TR_41003535,OR_31004424,UPI,Successful
TR_41003536,OR_31005551,Credit Card,Failed
TR_41003537,OR_31001728,Wallet,Failed
TR_41003538,OR_31009419,Wallet,Failed
TR_41003539,OR_31007533,UPI,Successful
TR_41003540,OR_31005212,Credit Card,Successful
TR_41003541,OR_31009008,Net Banking,Successful
TR_41003542,OR_31005741,Credit Card,Successful
TR_41003543,OR_31002124,Credit Card,Successful
TR_41003544,OR_31008284,Credit Card,Successful
TR_41003545,OR_31002884,Net Banking,Successful
TR_41003546,OR_31006683,Net Banking,Failed
TR_41003547,OR_31008184,Debit Card,Successful
TR_41003548,OR_31004018,Wallet,Successful
TR_41003549,OR_31003820,Credit Card,Failed
TR_41003550,OR_31004666,UPI,Successful
TR_41003551,OR_31002023,Wallet,Failed
TR_41003552,OR_31001101,Credit Card,Failed
TR_41003553,OR_31004461,Credit Card,Successful
TR_41003554,OR_31007977,UPI,Successful
TR_41003555,OR_31000043,UPI,Successful
TR_41003556,OR_31002763,Debit Card,Successful
TR_41003557,OR_31007892,Credit Card,Successful
TR_41003558,OR_31000841,Wallet,Failed
TR_41003559,OR_31009928,Wallet,Successful
TR_41003560,OR_31004338,Credit Card,Successful
TR_41003561,OR_31005715,UPI,Failed
TR_41003562,OR_31008850,Debit Card,Failed
TR_41003563,OR_31001451,Net Banking,Successful
TR_41003564,OR_31003308,Wallet,Successful
TR_41003565,OR_31008738,Debit Card,Successful
TR_41003566,OR_31000724,Debit Card,Successful
TR_41003567,OR_31001490,Net Banking,Failed
TR_41003568,OR_31002583,Net Banking,Successful
TR_41003569,OR_31001626,Wallet,Successful
TR_41003570,OR_31006656,Net Banking,Failed
TR_41003571,OR_31002534,Wallet,Successful
TR_41003572,OR_31004380,Wallet,Successful
TR_41003573,OR_31008784,Wallet,Failed
TR_41003574,OR_31002935,Net Banking,Successful
TR_41003575,OR_31003645,Debit Card,Successful
TR_41003576,OR_31002836,Wallet,Successful
TR_41003577,OR_31001569,Debit Card,Failed
TR_41003578,OR_31001557,Credit Card,Failed
TR_41003579,OR_31008814,Wallet,Successful
TR_41003580,OR_31002685,UPI,Failed
TR_41003581,OR_31009537,Wallet,Successful
TR_41003582,OR_31001164,Debit Card,Successful
TR_41003583,OR_31002363,Debit Card,Successful
TR_41003584,OR_31000485,UPI,Successful
TR_41003585,OR_31006739,Net Banking,Failed
TR_41003586,OR_31004937,Debit Card,Failed
TR_41003587,OR_31009694,Wallet,Failed
TR_41003588,OR_31001567,Net Banking,Failed
TR_41003589,OR_31006797,Debit Card,Failed
TR_41003590,OR_31005720,UPI,Failed
TR_41003591,OR_31005316,Wallet,Failed
TR_41003592,OR_31001871,Wallet,Successful
TR_41003593,OR_31004556,Credit Card,Successful
TR_41003594,OR_31003198,Net Banking,Failed
TR_41003595,OR_31001040,UPI,Successful
TR_41003596,OR_31004832,Debit Card,Successful
TR_41003597,OR_31003380,Net Banking,Successful
TR_41003598,OR_31001482,UPI,Failed
TR_41003599,OR_31008436,Debit Card,Failed
TR_41003600,OR_31006849,Wallet,Failed
TR_41003601,OR_31006677,Credit Card,Failed
TR_41003602,OR_31007576,Credit Card,Failed
TR_41003603,OR_31006330,Net Banking,Failed
TR_41003604,OR_31002392,Credit Card,Failed
TR_41003605,OR_31007476,UPI,Successful
TR_41003606,OR_31005347,Net Banking,Successful
TR_41003607,OR_31008631,Credit Card,Failed
TR_41003608,OR_31009940,UPI,Successful
TR_41003609,OR_31007593,UPI,Failed
TR_41003610,OR_31002740,Debit Card,Failed
TR_41003611,OR_31006748,Debit Card,Successful
TR_41003612,OR_31000018,Wallet,Failed
TR_41003613,OR_31006210,Wallet,Successful
TR_41003614,OR_31004787,Credit Card,Failed
TR_41003615,OR_31009522,Wallet,Failed
TR_41003616,OR_31005097,Net Banking,Successful
TR_41003617,OR_31005367,UPI,Successful
TR_41003618,OR_31004554,UPI,Successful
TR_41003619,OR_31007795,Net Banking,Failed
TR_41003620,OR_31001280,UPI,Failed
TR_41003621,OR_31001421,Wallet,Successful
TR_41003622,OR_31006171,Net Banking,Failed
TR_41003623,OR_31002207,Net Banking,Failed
TR_41003624,OR_31007601,Debit Card,Successful
TR_41003625,OR_31009068,UPI,Successful
TR_41003626,OR_31007574,Credit Card,Successful
TR_41003627,OR_31007668,Wallet,Failed
TR_41003628,OR_31001445,UPI,Successful
TR_41003629,OR_31008262,Net Banking,Successful
TR_41003630,OR_31006625,Debit Card,Successful
TR_41003631,OR_31004219,Credit Card,Failed
TR_41003632,OR_31006321,Credit Card,Failed
TR_41003633,OR_31004134,UPI,Successful
TR_41003634,OR_31007614,Net Banking,Failed
TR_41003635,OR_31002403,Wallet,Successful
TR_41003636,OR_31008633,Credit Card,Successful
TR_41003637,OR_31000031,Net Banking,Failed
TR_41003638,OR_31003319,Net Banking,Successful
TR_41003639,OR_31008249,Credit Card,Failed
TR_41003640,OR_31008388,Debit Card,Successful
TR_41003641,OR_31008338,Net Banking,Failed
TR_41003642,OR_31007633,Debit Card,Successful
TR_41003643,OR_31005235,Debit Card,Successful
TR_41003644,OR_31002829,UPI,Successful
TR_41003645,OR_31005177,Wallet,Successful
TR_41003646,OR_31004434,Net Banking,Failed
TR_41003647,OR_31004684,Net Banking,Failed
TR_41003648,OR_31005804,Net Banking,Successful
TR_41003649,OR_31008785,Credit Card,Successful
TR_41003650,OR_31009376,UPI,Failed
TR_41003651,OR_31006697,Wallet,Successful
TR_41003652,OR_31004070,UPI,Failed
TR_41003653,OR_31008213,Debit Card,Failed
TR_41003654,OR_31000132,Wallet,Successful
TR_41003655,OR_31001150,Debit Card,Successful
TR_41003656,OR_31008019,Wallet,Failed
TR_41003657,OR_31003434,Credit Card,Failed
TR_41003658,OR_31009610,Credit Card,Successful
TR_41003659,OR_31006282,Net Banking,Successful
TR_41003660,OR_31006597,UPI,Successful
TR_41003661,OR_31007353,Wallet,Failed
TR_41003662,OR_31003155,Debit Card,Failed
TR_41003663,OR_31005195,Debit Card,Failed
TR_41003664,OR_31008889,UPI,Failed
TR_41003665,OR_31005316,Net Banking,Successful
TR_41003666,OR_31009263,Debit Card,Failed
TR_41003667,OR_31008472,Wallet,Failed
TR_41003668,OR_31005977,Net Banking,Failed
TR_41003669,OR_31008942,Credit Card,Failed
TR_41003670,OR_31003556,UPI,Successful
TR_41003671,OR_31000484,Debit Card,Successful
TR_41003672,OR_31009987,UPI,Failed
TR_41003673,OR_31009468,Net Banking,Successful
TR_41003674,OR_31006183,Net Banking,Successful
TR_41003675,OR_31009610,Wallet,Successful
TR_41003676,OR_31006598,Wallet,Successful
TR_41003677,OR_31006994,Wallet,Successful
TR_41003678,OR_31007634,Debit Card,Failed
TR_41003679,OR_31004756,UPI,Successful
TR_41003680,OR_31008262,Debit Card,Successful
TR_41003681,OR_31003111,Net Banking,Successful
TR_41003682,OR_31000715,Debit Card,Failed
TR_41003683,OR_31002316,Debit Card,Successful
TR_41003684,OR_31004146,Net Banking,Successful
TR_41003685,OR_31008341,Wallet,Successful
TR_41003686,OR_31003116,Debit Card,Failed
TR_41003687,OR_31006515,UPI,Successful
TR_41003688,OR_31006560,Net Banking,Successful
TR_41003689,OR_31000393,Net Banking,Failed
TR_41003690,OR_31009397,Credit Card,Successful
TR_41003691,OR_31008210,Wallet,Failed
TR_41003692,OR_31002259,Wallet,Failed
TR_41003693,OR_31003169,Debit Card,Failed
TR_41003694,OR_31006406,Credit Card,Failed
TR_41003695,OR_31006618,Net Banking,Failed
TR_41003696,OR_31002980,Debit Card,Failed
TR_41003697,OR_31004732,Net Banking,Failed
TR_41003698,OR_31002907,Net Banking,Failed
TR_41003699,OR_31009511,Wallet,Successful
TR_41003700,OR_31009821,UPI,Failed
TR_41003701,OR_31002032,UPI,Successful
TR_41003702,OR_31004068,Wallet,Failed
TR_41003703,OR_31009283,Net Banking,Successful
TR_41003704,OR_31007078,Debit Card,Failed
TR_41003705,OR_31007603,Debit Card,Failed
TR_41003706,OR_31002340,Wallet,Failed
TR_41003707,OR_31005670,Debit Card,Successful
TR_41003708,OR_31000940,Credit Card,Successful
TR_41003709,OR_31006655,UPI,Failed
TR_41003710,OR_31004216,Wallet,Successful
TR_41003711,OR_31008926,Credit Card,Failed
TR_41003712,OR_31008208,UPI,Successful
TR_41003713,OR_31009040,Credit Card,Failed
TR_41003714,OR_31009084,Credit Card,Failed
TR_41003715,OR_31004534,Net Banking,Failed
TR_41003716,OR_31002074,Net Banking,Failed
TR_41003717,OR_31003773,Debit Card,Failed
TR_41003718,OR_31009869,Credit Card,Successful
TR_41003719,OR_31003684,Credit Card,Successful
TR_41003720,OR_31008603,Net Banking,Successful
TR_41003721,OR_31000717,Wallet,Successful
TR_41003722,OR_31007234,Credit Card,Failed
TR_41003723,OR_31004646,Credit Card,Successful
TR_41003724,OR_31001790,UPI,Successful
TR_41003725,OR_31006445,Wallet,Successful
TR_41003726,OR_31005095,Credit Card,Successful
TR_41003727,OR_31001636,Wallet,Failed
TR_41003728,OR_31001192,Wallet,Successful
TR_41003729,OR_31001552,Debit Card,Successful
TR_41003730,OR_31005778,Wallet,Failed
TR_41003731,OR_31006161,Credit Card,Successful
TR_41003732,OR_31004762,Credit Card,Failed
TR_41003733,OR_31001801,Wallet,Failed
TR_41003734,OR_31004436,Net Banking,Successful
TR_41003735,OR_31000258,UPI,Successful
TR_41003736,OR_31009330,Wallet,Successful
TR_41003737,OR_31000526,Net Banking,Successful
TR_41003738,OR_31001507,Credit Card,Successful
TR_41003739,OR_31004611,Net Banking,Successful
TR_41003740,OR_31004473,Net Banking,Successful
TR_41003741,OR_31006816,Wallet,Successful
TR_41003742,OR_31000639,Wallet,Successful
TR_41003743,OR_31009045,Net Banking,Successful
TR_41003744,OR_31009103,Debit Card,Successful
TR_41003745,OR_31000051,Debit Card,Failed
TR_41003746,OR_31002969,Debit Card,Failed
TR_41003747,OR_31001562,Credit Card,Failed
TR_41003748,OR_31007152,Debit Card,Successful
TR_41003749,OR_31005936,Net Banking,Successful
TR_41003750,OR_31000027,Wallet,Failed
TR_41003751,OR_31009256,Debit Card,Successful
TR_41003752,OR_31007667,Net Banking,Successful
TR_41003753,OR_31006490,UPI,Successful
TR_41003754,OR_31007421,Debit Card,Failed
TR_41003755,OR_31000233,Wallet,Successful
TR_41003756,OR_31002756,Debit Card,Successful
TR_41003757,OR_31007333,UPI,Failed
TR_41003758,OR_31007923,UPI,Failed
TR_41003759,OR_31002136,Debit Card,Failed
